Website,Aims/Objectives/Mission,Pin,Mobile,name,Phone,Purpose,Add.,Email,Contact Person
,To educate children beyond reading and writing and to help them to acquire real skill and develop positive attitudes. To instill a sense of pride and to encourage them to interact confidently with their environment. To use the potential force of toys and games to mould the character and temperament of the young ones and hone their talents.,110007,91-99683 88504,Kingdom of God Trust,,"Child welfare, education","588, B.M. Church, Malka Ganj
Delhi",kingdomofgod@churchmail.com,William George
,Health and education are esentional for every body. Kislay Jeevan provided health and education in slum. Kislay Jeevan also wark in global warming and anti cruption.,110019,91-90155 45491,Kislay Jeevan,91-11-46153146,Society growth.,"RZ 234, C/17, tughlkabad Extn., South Delhi
New Delhi",s.kishore83@rediffmail.com,"Shyam, Sandeep"
,"Our vision & mission is Very loud & clear. We are not 3 % of India’s population,We are more then 7 % of the Indian population. We have right to education in equal with participation. There is no need to any one between the disabled & government. Making a system for centralized data of disables for the government of India & other countries. Equal participation in our politics to make polices for disables. Found the qualities in disables & place them in proper place.",110053,91-92501 21994,Koshish 4 Special People,,Disability,"C/276, Street 12, Bhajanpura
Delhi",koshish4specialpeople@yahoo.in,Gurmeet Singh Azad
,Educated and healthy people.,110093,91-90150 20473,Kranti Yuva Manch,,Education.,"10/322, Mandoli Extention
Delhi",,Pradesh Kumar
,"KF’s vision is for everyone around the world to be able to live in dignity. KF is to work towards advancement of social justice in India and worldwide by promoting the principles of social justice, equality, solidarity and participation in the fields of social affairs, international cooperation and education. To link members together to network and carry out humanitarian and development projects. To promote the participation of civil society (citizens), from the developed and developing world, in decision-making processes.",110065,91-98995 82995,Krishna Foundation,,A trust for services to the society at large.,"304, Delhi Chambers, 3453, Delhi Gate
New Delhi",krishnafoundations@gmail.com,Seema Bhargav
,Support to needy people thrugh professioal activity.,110089,91-99900 96341,Kshatriya Dharmarth Sewa Sangh,,,"I-4/81-82, Sector-16
Delhi",act7@in.com,B P Singh
,To grow maximum tree of fruits in Uttaranchal area.,110094,91-99902 63077,KSR Rural Development Org,,To make rich of fruits as per climate.,"E 293/13, Khajoori Khas
Delhi",ksrlic8505@gmail.com,Khushal Singh Rawat
http://www.lakshaysociety.yolasite.com,"Organization is registered under societies registration act. Xxi of 1860. All donations are exempted from income tax under section 80(G) and 12 (A) of income tax act (exemption) main activities control of child labor. Hospital based curative services. Providing assistance to disabled persons. Reproductive & women health services. Health educational & aids awareness services. To fight against prevention of alcoholism and  harmful drugs. Provide primary need of shelter, food, clothing and care to the marginalized women/girls living in difficult circumstances who are without any social and economic suppor. To impart education & extension services in social welfare and health literacy including disease prevention, nutrition & hygiene consciousness.",110051,91-96504 40526,Lakshay Educational & Welfare Society & Journalist Association,91-11-22099752,Our organization is established under for the upliftment of unpriviliged section of our country.,"B 1/306, Keshav Nagar
Delhi",lakshay_association@rediffmail.com,Pramod Kumar Srivastv
http://www.lakshaysociety.yolasite.com,"Lakshay Educational & Welfare Society & Journalist Association is a registered non-government, non-profit making voluntary organization working for the upliftment of the underprivileged society. Trust is managed by a group of young professionals working with diversified backgrounds persons. We are trying to fight against evils of the society which constraints the welfare of our nation and its people. To achieve LAKSHAY’S ambition we are working on various projects i. e. health awareness for all society at large, Education for the deprived children & people and last but not the least promote orphans & night shelters for needy persons.",110051,91-96504 40526,Lakshay Educational & Welfare Society & Journalist Association,91-11-64643248,Social welfare,"62, Aram Park, Krishna Nagar
Delhi",lakshay_association@rediffmail.com,Pramod Kumar Srivastava
http://www.lakshay.org,For acquiring self-reliance for the mentally and physically challenged children.,110058,91-98181 80210,Lakshay Vocational Training & Educational Society for Mentally Handicapped/Disabled Children,"91-11-25593826, 91-11-45502211",Seize the opportunity to serve the children of the lord.,"C5A/110, Janak Puri
New Delhi",lakshaysociety@indiatimes.com,Chanchal
,To spread/aware people to improve their health through Yoga & naturopathy. To train people for yoga and naturopathy promotion etc.,110094,91-98186 08929,Laxman Naturopathy Yoga & Research Foundation,,,"A-6, Street 19, Dayalpur Extn
Delhi",ashokjha69@gmail.com,Dr. A.K. Jha
http://www.developmentchannel.org,To provide opportunities for young people to become leaders for tomorrow. To involve and encourage youth for social volunteerism. To help the youth become better human beings and responsible citizens.,110019,"91-98999 42321, 91-99117 96922",Leaders for Tomorrow,,To awaken social conciousness and encouraging volunteerism for social development among the youth.,"G 1432, II Floor, Chittaranjan Park
New Delhi",leaders4tomorrow@gmail.com,Neha Kamra
http://www.leaffoundation.net,"We believe in an integrated holistic approaches for solving most of the human problems. Ldren to improve the quality of education generally, and promote exceptional talent. To bring about social equality, fairness, and dignity of life, especially for women and deprived communities. To assure the preservation of nature, use resources carefully, and protect the environment. To support activities that satisfy the spiritual needs of the community. To provide non-institutional services care to senior citizens of the society. To promote democratic values and institutions in India.",110094,91-92139 76949,Leaf Foundation,,Upliftment of poor’s.,"G 135, Gali 13
Delhi",leaf_secretary@rediffmail.com,Madhu Rohila
http://www.leufoundation.org,"Bal Shiksha Kendra is an initiative by LEU foundation for imparting education to the slum children. The objective behind Bal Shiksha Kendra is to act as a bridge between the slum kids and the government schools. This is achieved by setting up a school in the slum itself and involving the community in its running. Children studying in BSK, after attaining a certain level of learning, are admitted to the government school.",110085,91-98108 55761,LEU Foundation – Learn Empower Uplift,,"Education, child development.","A 3/82, Varun Apartments, Sector 9, Rohini
New Delhi",sumitkhurana86@gmail.com,Sumit Khurana
http://www.lifecareandcure.com,"Computer education, free tution, domestic voilence, hiv, std, globel warming.",110092,91-93030 01777,Life Care & Cure Mission,91-11-32210061,Sheela Devi,"C 12, A/C Ground Floor, Ganesh Nagar, Pandav Nagar, Near Hanuman Mandir
Delhi",info@lifecareandcure.com,Shashi Kumar Shashank
,We are organsing education center in the slums & urban area of the city. We are regularly organsing the health check up and awareness camps in district. We are try to aware the Capital citizen to have the maximum benefit of RTI act which was passed by Delhi govt. in 2001 and central govt. in 2005.,110053,91-99714 32037,Life Line,,Social welfare.,"E-142, Opp. New Hotel
New Delhi",lifeline.2003@rediffmail.com,Abdul Khaliq Malik
,"Education, health, environment, Hiv Aid.",110019,91-99719 11983,Lifes Good Social & Welfare Society,,,"A-176, Kalkaji
New Delhi",,Shivdan Singh
http://www.lightlifefoundation.co.cc,"Light life foundation is a human behavioural awareness society (experts in psychological counselling) whose aim to reach schools and aware the children of psychological defects in teenagers. Nowadays children adults and elderly persons everyone is going through various types of psychological problems at personal professional as well as in family. Our organization holds strong experience in this particular subject which we would like to share. This project will surely benefit school, non-governmental organizations and communities.",110095,91-92127 36694,Light Life Foundation,,,"A-118-10/B-4 Jeevan Jyoti, Street Dilshad Garden
Delhi",llf@mail.org,Ruth Paul
,Aim is to work for the betterment of the poor and oppressed in our country especially with the slum dwellers. Health and education To serve and work on the sustainability of the programs.,110045,91-98711 81827,Living Water for Dying Souls in India – Christian Charitable Trust,,,"A-1/16 Ist floor Dwarkapuri, vijay enclave
New Delhi",ksmanova2000@yahoo.co.in,K.S.Manova
,"To create a sense of brotherhood, co-operative, mutual harmony, love and affection amongst the members and the general public. To run, establish, maintain, dharmshala, temple, guest house, sarai, musafir khana, old age homes, vridhasaram, community centers, katha, ram lila, sree durga puja, path, kirtan, kawar shiwar, bhandara, langar etc.other places of public importance or to provide financial aid or to bring improvement in the community centers and other places of public importance generally without any discrimination of caste, creed sex or accommodation of public in general area. To organize bhajan, kirtan and satsang for peace and brotherhood amongst the people of  the society. To organize jagaran and bhandara to spread the religious sense, peace and brotherhood amongst the people of the society. To provide dharamshala, piau, school and charitable clinic for the poor people, who can not afford the charges.",110065,91-99908 93894,Lok Vikas Seva Society,91-11-32060453,Sociel work,"7 J 1, Basement, Amrit Puri A, Garhi, East Of Kailash
New Delhi",lokvikasseva.society@gmail.com,Mahesh Kumar
http://www.loksarthi.org,"Loksarthi Foundation works for better political participation, transparent political system from bottom to the top and more empowered local self governments’ units like panchayati raj institutions (PRIs). The organization puts a collective effort to achieve increased voter turn out in elections at all levels. The special focus of the organization is to achieve better political participation of peoples under below poverty line (BPL) in local level elections and well-trained Panchayat bodies. Moreover, the organization also tries to ensure better peoples-administration interface, clean environment and educated society.",110092,91-98111 00141,Loksarthi Foundation,91-11-26103628,Incresing Voter turn out in Elections.,"D-397, First Floor, West Vinod Nagar
New Delhi",pramod@mail.prayasindia.org,Pramod Singh
